nome,cpf,idade,data,endereco,bairro,estado
Isabel Da Conceição,819.***.***-93,91.0,1934-11-12,"vale nogueira, 8",Desconhecido,Desconhecido
,013.***.***-69,46.0,1979-09-06,"parque helena pires, 852",Desconhecido,Desconhecido
Dr. Thomas Nunes,967.***.***-46,83.0,1942-08-14,"vereda da mota, 37",Desconhecido,Desconhecido
Lucca Moura,718.***.***-35,39.0,1986-12-20,"praia bryan martins, 8",Desconhecido,Desconhecido
Diogo Souza,169.***.***-95,67.0,1958-07-13,"largo maysa cavalcanti, 6",Desconhecido,Desconhecido
Juliana Costa,980.***.***-39,55.0,1970-08-20,"alameda de campos, 32",Desconhecido,Desconhecido
Eduarda Da Costa,739.***.***-48,90.0,1935-07-10,"jardim de lima, 1",Desconhecido,Desconhecido
Alana Freitas,427.***.***-73,52.0,1973-07-15,aeroporto noah jesus,Desconhecido,Desconhecido
Murilo Ramos,374.***.***-00,98.0,1927-01-02,"feira jesus, 20",Desconhecido,Desconhecido
Cecília Souza,294.***.***-30,22.0,2003-04-15,"campo emanuelly gonçalves, 51",Desconhecido,Desconhecido
Raul Martins,187.***.***-26,98.0,1927-10-17,"alameda de carvalho, 150",Desconhecido,Desconhecido
Renan Cavalcanti,072.***.***-77,70.0,1954-05-29,"trevo nina pereira, 99",Desconhecido,Desconhecido
Sr. Diego Pires,842.***.***-41,35.0,1989-10-25,"morro eduarda farias, 92",Desconhecido,Desconhecido
Sofia Da Rocha,719.***.***-03,59.0,1966-10-08,"vale davi luiz dias, 709",Desconhecido,Desconhecido
Lorenzo Dias,271.***.***-04,100.0,1925-09-08,"favela elisa barbosa, 521",Desconhecido,Desconhecido
Sr. Vitor Souza,426.***.***-83,75.0,1950-11-04,"aeroporto laura gonçalves, 7",Desconhecido,Desconhecido
Vitor Gabriel Cardoso,354.***.***-50,32.0,1993-10-14,"setor de da luz, 81",Desconhecido,Desconhecido
Pedro Rodrigues,790.***.***-20,100.0,1925-07-17,"trevo de moreira, 63",Desconhecido,Desconhecido
Eduarda Teixeira,745.***.***-17,77.0,1947-07-26,"ladeira peixoto, 85",Desconhecido,Desconhecido
Daniel Oliveira,753.***.***-08,36.0,1989-09-09,colônia maitê cardoso,Desconhecido,Desconhecido
Isadora Nogueira,129.***.***-05,30.0,1994-10-29,"praia de campos, 94",Desconhecido,Desconhecido
Sr. Fernando Moraes,768.***.***-95,98.0,1927-08-06,"área moreira, 8",Desconhecido,Desconhecido
Luiza Araújo,246.***.***-10,71.0,1954-03-28,jardim de dias,Desconhecido,Desconhecido
Maria Luiza Pires,620.***.***-67,47.0,1977-08-23,"viela de gonçalves, 79",Desconhecido,Desconhecido
João Lucas Das Neves,974.***.***-49,50.0,1975-03-17,"campo de nascimento, 5",Desconhecido,Desconhecido
Vitor Gabriel Carvalho,387.***.***-92,88.0,1937-08-14,"viaduto farias, 15",Desconhecido,Desconhecido
Henrique Sales,196.***.***-39,58.0,1966-05-21,"jardim cavalcanti, 94",Desconhecido,Desconhecido
Henrique Ferreira,360.***.***-07,30.0,1994-10-25,"lago de lopes, 6",Desconhecido,Desconhecido
Dra. Raquel Da Mota,263.***.***-78,34.0,1991-01-02,"aeroporto de fogaça, 29",Desconhecido,Desconhecido
Levi Melo,513.***.***-09,37.0,1988-05-03,"travessa de da luz, 42",Desconhecido,Desconhecido
Ana Luiza Gomes,287.***.***-12,34.0,1991-08-14,"estação de da costa, 211",Desconhecido,Desconhecido
Isaac Fernandes,572.***.***-07,78.0,1946-04-26,"recanto rodrigues, 80",Desconhecido,Desconhecido
Leandro Fernandes,018.***.***-15,67.0,1958-10-19,"praia daniel barbosa, 847",Desconhecido,Desconhecido
Dr. Breno Sales,135.***.***-42,79.0,1946-05-08,estação miguel rodrigues,Desconhecido,Desconhecido
Rafael Araújo,481.***.***-17,85.0,1939-09-25,"trevo sofia moreira, 67",Desconhecido,Desconhecido
Eduardo Da Costa,043.***.***-31,75.0,1950-06-14,"quadra de alves, 729",Desconhecido,Desconhecido
Dra. Larissa Fernandes,562.***.***-00,99.0,1926-07-18,"aeroporto jesus, 2",Desconhecido,Desconhecido
Milena Da Rocha,864.***.***-49,81.0,1944-01-20,"alameda araújo, 53",Desconhecido,Desconhecido
Eduarda Aragão,362.***.***-90,78.0,1947-10-07,"viela de sales, 68",Desconhecido,Desconhecido
Sr. Ian Barbosa,149.***.***-70,67.0,1957-10-27,"morro ryan da luz, 43",Desconhecido,Desconhecido
Ian Cardoso,731.***.***-78,84.0,1940-04-23,área ferreira,Desconhecido,Desconhecido
Vitor Gabriel Ferreira,916.***.***-01,54.0,1970-10-29,"conjunto farias, 36",Desconhecido,Desconhecido
Rodrigo Melo,982.***.***-89,45.0,1980-07-04,praia marina da rosa,Desconhecido,Desconhecido
Anthony Rezende,831.***.***-66,95.0,1930-07-16,"via de viana, 68",Desconhecido,Desconhecido
Sra. Bianca Farias,783.***.***-26,33.0,1991-10-30,"viela campos, 2",Desconhecido,Desconhecido
João Carvalho,298.***.***-50,92.0,1932-10-22,"vereda de aragão, 15",Desconhecido,Desconhecido
Benício Da Costa,783.***.***-07,30.0,1995-07-03,"vereda de souza, 13",Desconhecido,Desconhecido
Yuri Alves,896.***.***-03,88.0,1937-10-16,"colônia da costa, 7",Desconhecido,Desconhecido
Gabriela Da Rosa,210.***.***-31,78.0,1947-12-18,"vale de caldeira, 8",Desconhecido,Desconhecido
Eduarda Da Conceição,238.***.***-00,100.0,1925-01-09,"praia de silva, 91",Desconhecido,Desconhecido
Vicente Aragão,875.***.***-88,98.0,1927-11-03,avenida da luz,Desconhecido,Desconhecido
Srta. Sabrina Teixeira,682.***.***-89,89.0,1936-06-01,"estrada de da rosa, 69",Desconhecido,Desconhecido
Antônio Santos,198.***.***-03,87.0,1938-09-14,"morro da rocha, 84",Desconhecido,Desconhecido
Dr. Lucca Pinto,526.***.***-09,22.0,2002-10-26,"estrada sabrina freitas, 40",Desconhecido,Desconhecido
Emilly Vieira,924.***.***-33,73.0,1952-11-01,"recanto miguel moraes, 45",Desconhecido,Desconhecido
Dr. Gabriel Da Mata,701.***.***-69,60.0,1965-02-28,"feira de farias, 28",Desconhecido,Desconhecido
Emanuella Azevedo,406.***.***-01,70.0,1954-11-23,"sítio moura, 50",Desconhecido,Desconhecido
Ana Julia Rocha,618.***.***-60,49.0,1976-08-18,"trevo davi lucca da cruz, 72",Desconhecido,Desconhecido
Milena Castro,482.***.***-82,61.0,1964-02-06,"chácara da mota, 218",Desconhecido,Desconhecido
Lavínia Peixoto,204.***.***-50,74.0,1951-11-08,"feira martins, 78",Desconhecido,Desconhecido
Enzo Gabriel Gomes,893.***.***-40,30.0,1995-12-20,"setor luiz henrique monteiro, 4",Desconhecido,Desconhecido
Laura Fogaça,196.***.***-80,36.0,1989-12-12,"chácara de da mota, 4",Desconhecido,Desconhecido
Sr. Vitor Da Mata,062.***.***-78,62.0,1963-10-06,Endereço inválido,Desconhecido,Desconhecido
Sophie Pinto,023.***.***-40,30.0,1995-01-27,residencial noah mendes,Desconhecido,Desconhecido
Sr. Kaique Peixoto,726.***.***-47,63.0,1962-03-20,"fazenda moraes, 80",Desconhecido,Desconhecido
Luiz Henrique Mendes,248.***.***-76,91.0,1934-01-18,"travessa leandro da mata, 898",Desconhecido,Desconhecido
Sr. Felipe Barros,569.***.***-57,50.0,1975-04-08,"área raquel moura, 8",Desconhecido,Desconhecido
Ana Beatriz Pereira,798.***.***-01,55.0,1970-01-01,condomínio de santos,Desconhecido,Desconhecido
Sr. Rafael Silva,238.***.***-15,27.0,1997-04-26,"estação lara almeida, 67",Desconhecido,Desconhecido
Dra. Olivia Mendes,189.***.***-05,92.0,1933-10-10,residencial de mendes,Desconhecido,Desconhecido
Eduardo Sales,052.***.***-74,41.0,1984-12-11,"aeroporto emanuel barros, 4",Desconhecido,Desconhecido
André Rodrigues,375.***.***-91,74.0,1951-02-18,"trecho gomes, 3",Desconhecido,Desconhecido
Sophia Cavalcanti,092.***.***-56,92.0,1932-05-25,"alameda paulo da cruz, 70",Desconhecido,Desconhecido
Carolina Sales,519.***.***-40,33.0,1992-02-06,"residencial pinto, 95",Desconhecido,Desconhecido
Lucas Monteiro,654.***.***-37,77.0,1947-06-29,"lagoa de silveira, 91",Desconhecido,Desconhecido
João Felipe Dias,850.***.***-42,53.0,1972-04-03,"condomínio moura, 504",Desconhecido,Desconhecido
Dr. Ian Fogaça,248.***.***-32,94.0,1931-01-25,distrito de cavalcanti,Desconhecido,Desconhecido
Lorena Barros,785.***.***-10,84.0,1940-04-24,"favela letícia jesus, 34",Desconhecido,Desconhecido
Sra. Ana Clara Teixeira,760.***.***-59,50.0,1974-11-23,"feira de da conceição, 796",Desconhecido,Desconhecido
Natália Monteiro,481.***.***-60,82.0,1942-10-22,morro de ramos,Desconhecido,Desconhecido
Eduarda Duarte,893.***.***-30,22.0,2003-10-10,"quadra lopes, 69",Desconhecido,Desconhecido
Larissa Carvalho,632.***.***-37,92.0,1932-05-21,"jardim de carvalho, 5",Desconhecido,Desconhecido
Lara Moraes,549.***.***-09,20.0,2005-09-02,"vereda araújo, 18",Desconhecido,Desconhecido
Sophie Da Rosa,254.***.***-50,99.0,1926-10-06,"pátio fernandes, 59",Desconhecido,Desconhecido
Olivia Martins,391.***.***-39,84.0,1941-04-13,"jardim vinicius caldeira, 28",Desconhecido,Desconhecido
Thomas Barros,105.***.***-12,73.0,1951-07-31,"passarela de araújo, 123",Desconhecido,Desconhecido
Davi Luiz Azevedo,478.***.***-31,60.0,1964-11-30,"rodovia eduarda ramos, 87",Desconhecido,Desconhecido
Danilo Santos,297.***.***-55,99.0,1926-12-17,"viela ana júlia fernandes, 25",Desconhecido,Desconhecido
Sr. Enzo Porto,496.***.***-67,100.0,1925-04-20,"vereda cauê barbosa, 141",Desconhecido,Desconhecido
Bianca Alves,304.***.***-57,68.0,1956-11-22,"campo rodrigues, 351",Desconhecido,Desconhecido
Alexia Das Neves,267.***.***-00,87.0,1938-04-16,"residencial de sales, 5",Desconhecido,Desconhecido
Esther Campos,523.***.***-53,59.0,1965-07-25,"área de castro, 108",Desconhecido,Desconhecido
Ana Júlia Freitas,584.***.***-17,59.0,1965-06-28,"estrada fernanda jesus, 2",Desconhecido,Desconhecido
Maria Vitória Da Mata,826.***.***-76,58.0,1967-01-02,"lagoa pietro da cruz, 524",Desconhecido,Desconhecido
Ryan Da Mata,172.***.***-80,22.0,2003-06-17,"rodovia de porto, 90",Desconhecido,Desconhecido
Emilly Ribeiro,584.***.***-05,23.0,2002-03-16,"parque de gomes, 71",Desconhecido,Desconhecido
Bernardo Pinto,217.***.***-12,96.0,1929-10-07,"esplanada de moura, 30",Desconhecido,Desconhecido
Nicole Peixoto,829.***.***-89,69.0,1956-12-02,distrito moraes,Desconhecido,Desconhecido
Isaac Da Conceição,867.***.***-85,77.0,1948-11-10,"lago da luz, 59",Desconhecido,Desconhecido
Davi Lucca Santos,571.***.***-73,63.0,1962-01-22,"favela beatriz da costa, 77",Desconhecido,Desconhecido
Paulo Lopes,186.***.***-11,69.0,1956-05-05,"passarela davi lucca lopes, 37",Desconhecido,Desconhecido
Sophie Vieira,938.***.***-83,38.0,1987-06-09,"vereda de da mota, 564",Desconhecido,Desconhecido
Rodrigo Da Cruz,648.***.***-11,52.0,1973-01-20,"favela costa, 372",Desconhecido,Desconhecido
Sr. Samuel Barbosa,903.***.***-23,32.0,1993-12-08,"distrito jesus, 34",Desconhecido,Desconhecido
Dr. Cauê Ramos,109.***.***-34,71.0,1953-07-26,"viela de castro, 27",Desconhecido,Desconhecido
Bruno Jesus,354.***.***-42,28.0,1997-03-19,"campo moreira, 48",Desconhecido,Desconhecido
Lívia Correia,843.***.***-65,53.0,1972-01-20,"favela de da rocha, 6",Desconhecido,Desconhecido
Enrico Da Rocha,241.***.***-05,28.0,1997-08-11,condomínio maria julia cavalcanti,Desconhecido,Desconhecido
Rafaela Aragão,269.***.***-22,75.0,1950-06-18,chácara maria fernanda castro,Desconhecido,Desconhecido
Dr. Marcos Vinicius Farias,475.***.***-80,89.0,1936-01-19,ladeira castro,Desconhecido,Desconhecido
Larissa Lopes,015.***.***-12,79.0,1946-03-27,"largo cavalcanti, 96",Desconhecido,Desconhecido
Isadora Carvalho,917.***.***-13,,1924-09-06,"pátio de da paz, 57",Desconhecido,Desconhecido
Sr. Vitor Da Rocha,234.***.***-51,78.0,1946-05-21,"recanto de novaes, 32",Desconhecido,Desconhecido
Isadora Pereira,501.***.***-06,93.0,1932-01-08,"jardim stella da costa, 91",Desconhecido,Desconhecido
Dr. Bernardo Da Cunha,147.***.***-79,51.0,1973-10-24,"residencial marina azevedo, 89",Desconhecido,Desconhecido
Gabrielly Mendes,954.***.***-50,48.0,1977-04-13,"praça joão rezende, 30",Desconhecido,Desconhecido
Sr. Bruno Da Mata,473.***.***-99,95.0,1930-03-18,"chácara alice ferreira, 678",Desconhecido,Desconhecido
Breno Rocha,237.***.***-52,61.0,1964-05-01,estação de rodrigues,Desconhecido,Desconhecido
Luigi Ferreira,148.***.***-19,71.0,1954-08-11,trevo vieira,Desconhecido,Desconhecido
Davi Lucca Da Cruz,862.***.***-78,73.0,1952-08-19,"sítio de novaes, 75",Desconhecido,Desconhecido
Henrique Almeida,824.***.***-31,60.0,1964-10-26,"área da costa, 29",Desconhecido,Desconhecido
Dr. Vitor Hugo Caldeira,943.***.***-42,37.0,1988-01-29,"feira da costa, 17",Desconhecido,Desconhecido
Alexia Souza,348.***.***-48,72.0,1953-09-20,"lagoa alves, 97",Desconhecido,Desconhecido
Luiza Azevedo,683.***.***-92,75.0,1950-10-15,"recanto elisa da mota, 8",Desconhecido,Desconhecido
Dr. Kaique Da Mota,143.***.***-60,93.0,1932-10-03,"setor vinicius moraes, 475",Desconhecido,Desconhecido
Laura Lima,051.***.***-41,84.0,1941-07-19,"área oliveira, 91",Desconhecido,Desconhecido
Raul Rodrigues,039.***.***-05,56.0,1969-03-10,"aeroporto da rocha, 499",Desconhecido,Desconhecido
Joaquim Melo,305.***.***-21,92.0,1932-11-23,"ladeira ribeiro, 6",Desconhecido,Desconhecido
Benjamin Cardoso,054.***.***-44,82.0,1943-09-08,"trevo da cunha, 2",Desconhecido,Desconhecido
João Miguel Lopes,741.***.***-26,35.0,1990-05-07,"via de nunes, 63",Desconhecido,Desconhecido
Letícia Da Mota,587.***.***-02,25.0,2000-02-26,"travessa de lopes, 205",Desconhecido,Desconhecido
Levi Da Rocha,840.***.***-92,42.0,1983-10-09,"via brenda cunha, 49",Desconhecido,Desconhecido
Lorena Caldeira,625.***.***-60,54.0,1971-02-02,"praça ana luiza fernandes, 5",Desconhecido,Desconhecido
Cauê Nogueira,473.***.***-64,97.0,1927-08-30,recanto melo,Desconhecido,Desconhecido
Sra. Yasmin Ferreira,805.***.***-68,86.0,1938-08-29,"lago de da cunha, 6",Desconhecido,Desconhecido
Nicole Almeida,529.***.***-79,91.0,1934-03-05,chácara joão gabriel nogueira,Desconhecido,Desconhecido
Fernando Pereira,560.***.***-59,48.0,1977-03-11,"trecho de rodrigues, 659",Desconhecido,Desconhecido
Breno Pereira,916.***.***-91,30.0,1995-08-09,"residencial gabriela azevedo, 35",Desconhecido,Desconhecido
Clara Dias,190.***.***-50,40.0,1985-11-16,"conjunto da conceição, 39",Desconhecido,Desconhecido
Dra. Milena Vieira,237.***.***-87,71.0,1954-09-16,"campo camila das neves, 14",Desconhecido,Desconhecido
Vitor Gabriel Porto,394.***.***-43,88.0,1937-06-14,"residencial luiza correia, 598",Desconhecido,Desconhecido
Sr. Erick Da Rosa,971.***.***-84,27.0,1998-12-14,núcleo de caldeira,Desconhecido,Desconhecido
Marcos Vinicius Da Cunha,709.***.***-04,33.0,1991-07-25,"lagoa de rodrigues, 23",Desconhecido,Desconhecido
Sra. Nina Pires,651.***.***-26,45.0,1979-09-23,"viela eloah cunha, 42",Desconhecido,Desconhecido
Felipe Ribeiro,259.***.***-60,78.0,1946-10-24,"núcleo maria julia cunha, 21",Desconhecido,Desconhecido
Maria Julia Porto,864.***.***-07,36.0,1989-01-18,alameda nascimento,Desconhecido,Desconhecido
Pedro Cardoso,125.***.***-50,36.0,1988-05-28,"travessa de da rosa, 86",Desconhecido,Desconhecido
Rebeca Da Paz,047.***.***-66,59.0,1966-04-11,"sítio de costa, 5",Desconhecido,Desconhecido
Enrico Gonçalves,637.***.***-46,85.0,1940-01-24,campo bernardo barros,Desconhecido,Desconhecido
Murilo Campos,031.***.***-22,99.0,1926-09-20,recanto silva,Desconhecido,Desconhecido
Olivia Porto,608.***.***-65,39.0,1985-12-23,"conjunto almeida, 3",Desconhecido,Desconhecido
Mirella Da Conceição,854.***.***-05,40.0,1984-11-21,"pátio joão lucas cardoso, 77",Desconhecido,Desconhecido
Stephany Cardoso,453.***.***-46,91.0,1934-06-09,"praia luiz gustavo da luz, 83",Desconhecido,Desconhecido
Sr. Enrico Melo,829.***.***-89,,1924-09-05,"esplanada farias, 252",Desconhecido,Desconhecido
Dr. Gabriel Souza,432.***.***-52,24.0,2000-06-21,"rodovia de costela, 116",Desconhecido,Desconhecido
Davi Jesus,914.***.***-70,52.0,1972-11-27,"quadra vieira, 230",Desconhecido,Desconhecido
Guilherme Freitas,517.***.***-07,45.0,1980-07-12,"trecho de caldeira, 369",Desconhecido,Desconhecido
Theo Costa,705.***.***-49,83.0,1942-07-20,"largo joão santos, 10",Desconhecido,Desconhecido
Dr. Gustavo Henrique Das Neves,430.***.***-00,99.0,1925-11-26,"setor juliana fogaça, 605",Desconhecido,Desconhecido
Maria Luiza Gomes,821.***.***-53,81.0,1944-11-02,"área ana vitória martins, 56",Desconhecido,Desconhecido
Davi Lucas Peixoto,610.***.***-07,38.0,1987-04-07,"área thomas moraes, 58",Desconhecido,Desconhecido
Bruna Almeida,610.***.***-57,73.0,1952-03-26,"chácara mendes, 64",Desconhecido,Desconhecido
Juliana Ramos,846.***.***-05,22.0,2003-07-11,"vale de duarte, 5",Desconhecido,Desconhecido
Sarah Nascimento,560.***.***-99,78.0,1946-06-30,"alameda das neves, 1",Desconhecido,Desconhecido
Brenda Da Luz,037.***.***-22,75.0,1950-03-11,"viela danilo farias, 54",Desconhecido,Desconhecido
Heloísa Da Costa,648.***.***-19,82.0,1943-08-12,"favela correia, 6",Desconhecido,Desconhecido
Emanuella Araújo,758.***.***-82,65.0,1960-02-21,rodovia maria julia peixoto,Desconhecido,Desconhecido
Vitor Viana,036.***.***-34,67.0,1958-04-13,"trecho de oliveira, 41",Desconhecido,Desconhecido
Yago Lopes,720.***.***-59,77.0,1948-05-05,"lagoa danilo fogaça, 756",Desconhecido,Desconhecido
Lívia Souza,308.***.***-50,37.0,1988-09-11,"colônia de correia, 93",Desconhecido,Desconhecido
Gabriela Cavalcanti,359.***.***-41,58.0,1967-04-05,"setor oliveira, 4",Desconhecido,Desconhecido
Enzo Nogueira,309.***.***-00,83.0,1942-01-30,morro de ferreira,Desconhecido,Desconhecido
Dr. Ian Barbosa,412.***.***-03,92.0,1933-04-10,"alameda eduardo barros, 60",Desconhecido,Desconhecido
Gabriela Rocha,348.***.***-35,36.0,1989-11-17,"área joaquim nogueira, 98",Desconhecido,Desconhecido
Maria Julia Martins,576.***.***-12,83.0,1942-11-12,"loteamento de nunes, 83",Desconhecido,Desconhecido
Dra. Marina Santos,950.***.***-02,59.0,1966-04-11,"viela alana souza, 456",Desconhecido,Desconhecido
Heloísa Teixeira,635.***.***-07,88.0,1936-05-23,"viela de da cruz, 61",Desconhecido,Desconhecido
Paulo Farias,593.***.***-15,74.0,1951-11-18,"esplanada thomas pires, 33",Desconhecido,Desconhecido
Gabrielly Cardoso,127.***.***-43,96.0,1928-07-26,estrada da cruz,Desconhecido,Desconhecido
Davi Aragão,598.***.***-20,36.0,1988-09-24,"residencial de cardoso, 66",Desconhecido,Desconhecido
Yago Peixoto,380.***.***-05,96.0,1929-02-12,"condomínio de nunes, 436",Desconhecido,Desconhecido
Erick Da Conceição,983.***.***-83,61.0,1963-08-25,"morro nunes, 657",Desconhecido,Desconhecido
Isis Araújo,216.***.***-13,71.0,1954-06-08,"praia de campos, 82",Desconhecido,Desconhecido
Dr. Nicolas Rezende,460.***.***-49,43.0,1982-07-01,"esplanada marcela castro, 36",Desconhecido,Desconhecido
Sr. Samuel Nascimento,914.***.***-24,67.0,1958-12-09,setor luana ramos,Desconhecido,Desconhecido
Sra. Maria Fernanda Barbosa,718.***.***-03,91.0,1934-11-02,"esplanada pedro nascimento, 71",Desconhecido,Desconhecido
Luiz Felipe Farias,069.***.***-74,81.0,1943-04-26,"favela kaique fogaça, 19",Desconhecido,Desconhecido
Sr. Calebe Silva,402.***.***-49,62.0,1962-05-24,rodovia de castro,Desconhecido,Desconhecido
Emanuella Gonçalves,107.***.***-02,71.0,1954-07-17,Endereço inválido,Desconhecido,Desconhecido
Augusto Oliveira,246.***.***-17,33.0,1992-02-27,"colônia costa, 81",Desconhecido,Desconhecido
Pedro Azevedo,953.***.***-65,69.0,1956-03-02,"vale vieira, 49",Desconhecido,Desconhecido
Sra. Maria Luiza Fogaça,650.***.***-06,69.0,1956-12-12,"recanto de moreira, 426",Desconhecido,Desconhecido
Eduarda Oliveira,365.***.***-83,59.0,1965-09-27,"sítio clarice sales, 99",Desconhecido,Desconhecido
Paulo Ramos,490.***.***-43,23.0,2002-11-13,sítio azevedo,Desconhecido,Desconhecido
Beatriz Pires,275.***.***-21,35.0,1990-03-11,recanto de castro,Desconhecido,Desconhecido
Fernando Azevedo,790.***.***-99,30.0,1995-05-19,"estação rafael nunes, 90",Desconhecido,Desconhecido
Eloah Silva,037.***.***-61,90.0,1935-03-30,"viela da rocha, 160",Desconhecido,Desconhecido
Caio Araújo,407.***.***-14,36.0,1989-12-18,"morro ribeiro, 11",Desconhecido,Desconhecido
Sra. Valentina Sales,269.***.***-31,86.0,1939-08-08,"sítio ramos, 73",Desconhecido,Desconhecido
Melissa Cunha,719.***.***-73,26.0,1999-02-17,"ladeira luiza pinto, 9",Desconhecido,Desconhecido
Laís Da Paz,139.***.***-33,98.0,1927-01-09,"lagoa cavalcanti, 12",Desconhecido,Desconhecido
Heitor Silveira,183.***.***-89,90.0,1935-02-19,avenida azevedo,Desconhecido,Desconhecido
Fernanda Moraes,064.***.***-44,46.0,1979-03-18,"avenida rocha, 13",Desconhecido,Desconhecido
Alana Souza,801.***.***-42,52.0,1973-12-06,"praia moreira, 1",Desconhecido,Desconhecido
Srta. Caroline Da Rosa,192.***.***-98,52.0,1972-05-26,"passarela rocha, 96",Desconhecido,Desconhecido
Stephany Vieira,682.***.***-22,47.0,1977-05-22,"travessa guilherme carvalho, 7",Desconhecido,Desconhecido
Enzo Barros,794.***.***-16,68.0,1957-01-13,"estação fernandes, 85",Desconhecido,Desconhecido
Caroline Peixoto,036.***.***-30,68.0,1957-11-02,"loteamento thales pires, 51",Desconhecido,Desconhecido
Maria Vitória Novaes,804.***.***-58,41.0,1984-08-08,"via vieira, 26",Desconhecido,Desconhecido
Bruna Moura,240.***.***-06,95.0,1930-02-13,"quadra amanda martins, 4",Desconhecido,Desconhecido
Maitê Peixoto,501.***.***-58,63.0,1962-04-07,"distrito caldeira, 95",Desconhecido,Desconhecido
Dr. Anthony Barbosa,749.***.***-20,21.0,2004-03-18,"distrito de fogaça, 13",Desconhecido,Desconhecido
Alexandre Jesus,269.***.***-34,70.0,1955-03-01,"aeroporto de fogaça, 74",Desconhecido,Desconhecido
Marcos Vinicius Campos,421.***.***-22,47.0,1978-11-19,"trecho de barbosa, 7",Desconhecido,Desconhecido
Rebeca Da Rosa,640.***.***-22,12.0,2013-01-01,trecho da mata,Desconhecido,Desconhecido
Henrique Monteiro,378.***.***-73,7.0,2018-03-09,"largo theo silva, 91",Desconhecido,Desconhecido
Luigi Da Rosa,316.***.***-87,6.0,2018-08-23,"pátio de rocha, 4",Desconhecido,Desconhecido
Melissa Dias,170.***.***-05,11.0,2014-02-21,"quadra isabel castro, 40",Desconhecido,Desconhecido
Igor Ramos,695.***.***-77,7.0,2017-06-29,"lago de caldeira, 4",Desconhecido,Desconhecido
Alice Cardoso,123.***.***-09,6.0,2019-10-14,"viaduto araújo, 76",Desconhecido,Desconhecido
Breno Freitas,205.***.***-41,17.0,2008-03-03,"loteamento de ferreira, 24",Desconhecido,Desconhecido
Ana Lívia Da Paz,347.***.***-69,19.0,2006-09-01,"ladeira gomes, 10",Desconhecido,Desconhecido
Sr. Daniel Cavalcanti,609.***.***-33,7.0,2018-01-09,"núcleo de da paz, 894",Desconhecido,Desconhecido
Sr. Pedro Cavalcanti,863.***.***-84,3.0,2022-12-20,recanto de melo,Desconhecido,Desconhecido
Nome inválido,930.***.***-38,40.0,1985-10-14,"colônia da rocha, 31",Desconhecido,Desconhecido
Nome inválido,146.***.***-00,94.0,1930-08-27,"estrada nogueira, 21",Desconhecido,Desconhecido
Renan Da Luz,294.***.***-23,75.0,1949-07-29,rua não cadastrada,Desconhecido,Desconhecido
Caroline Costa,401.***.***-88,22.0,2003-02-20,rua não cadastrada,Desconhecido,Desconhecido
Giovanna Farias,241.***.***-35,42.0,1983-08-14,rua não cadastrada,Desconhecido,Desconhecido
Maitê Araújo,496.***.***-55,54.0,1971-07-10,rua não cadastrada,Desconhecido,Desconhecido
Lavínia Da Mota,039.***.***-00,22.0,2003-01-31,rua não cadastrada,Desconhecido,Desconhecido
Igor Cardoso,345.***.***-05,50.0,1975-01-25,rua não cadastrada,Desconhecido,Desconhecido
Maria Julia Campos,018.***.***-13,100.0,1925-08-08,rua não cadastrada,Desconhecido,Desconhecido
Marcos Vinicius Das Neves,617.***.***-02,87.0,1938-03-23,rua não cadastrada,Desconhecido,Desconhecido
Isabel Barbosa,986.***.***-02,28.0,1997-12-17,rua não cadastrada,Desconhecido,Desconhecido
Ryan Gomes,861.***.***-60,59.0,1966-05-17,rua não cadastrada,Desconhecido,Desconhecido
Breno Duarte,463.***.***-98,68.0,1957-10-07,rua não cadastrada,Desconhecido,Desconhecido
Eloah Peixoto,064.***.***-16,80.0,1944-05-23,rua não cadastrada,Desconhecido,Desconhecido
Luiza Sales,726.***.***-80,57.0,1968-05-01,rua não cadastrada,Desconhecido,Desconhecido
Dr. Alexandre Sales,427.***.***-40,89.0,1936-06-05,rua não cadastrada,Desconhecido,Desconhecido
Alícia Campos,162.***.***-94,50.0,1975-03-20,rua não cadastrada,Desconhecido,Desconhecido
Luigi Porto,826.***.***-83,45.0,1980-08-18,"parque de santos, 88",Desconhecido,Desconhecido
